City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Maragogi,BR,-9.0122,-35.2225,78.04,73,29,8.48,scattered clouds
344,Muscat,OM,23.6139,58.5922,89.62,66,21,6.62,few clouds
345,Jiangyou,CN,31.7667,104.7167,77.09,89,0,3.65,clear sky
346,Antanifotsy,MG,-19.65,47.3167,49.77,96,45,1.54,scattered clouds
347,Marzuq,YE,14.4,46.4667,79.7,57,43,4.14,light rain
348,Vao,NC,-22.6667,167.4833,70.72,81,100,9.84,overcast clouds
349,Finnsnes,NO,69.2296,17.9811,57.81,68,28,6.11,scattered clouds
350,Ndola,ZM,-12.9587,28.6366,66.78,37,5,8.66,clear sky
351,Sakakah,SA,29.9697,40.2064,96.37,15,22,4.34,light rain
352,Kalga,RU,50.9251,118.898,56.95,83,13,4.7,few clouds
353,Souris,CA,49.6172,-100.2612,74.73,42,80,15.03,broken clouds
354,Porgera,PG,-5.4667,143.2,39.69,98,90,1.92,overcast clouds
355,Balabac,PH,7.9868,117.0645,79.03,88,100,8.61,light rain
356,Jalu,LY,29.0331,21.5482,91.53,20,0,10.47,clear sky
357,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,11.5,clear sky
358,Pisco,PE,-13.7,-76.2167,62.65,82,75,6.91,mist
359,Havoysund,NO,70.9963,24.6622,53.83,87,89,19.62,overcast clouds
360,Aklavik,CA,68.2191,-135.0107,68.0,60,20,8.05,few clouds
361,San Cristobal,VE,7.7669,-72.225,80.78,50,100,6.69,overcast clouds
362,Charyshskoye,RU,51.3978,83.5598,52.2,74,0,5.28,clear sky
363,Babu,CN,24.4167,111.5167,74.75,96,98,3.15,light rain
364,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,61,1,14.5,clear sky
365,Tessalit,ML,20.1986,1.0114,85.87,46,89,22.75,light rain
366,Nicolas Bravo,MX,18.45,-88.9167,89.2,51,72,7.47,broken clouds
367,Fuerte Olimpo,PY,-21.0415,-57.8738,85.57,38,32,3.67,scattered clouds
368,Imbituba,BR,-28.24,-48.6703,69.85,77,19,17.0,few clouds
369,Mpulungu,ZM,-8.7623,31.1141,76.55,42,6,5.44,clear sky
370,Kindersley,CA,51.4668,-109.1682,57.22,62,100,29.93,overcast clouds
371,Coihaique,CL,-45.5752,-72.0662,37.35,70,20,5.75,few clouds
372,Shupiyan,IN,33.7167,74.8333,61.95,79,51,5.37,broken clouds
373,Aleksandrov Gay,RU,50.147,48.5704,80.31,26,61,9.82,broken clouds
374,Plover,US,44.4564,-89.544,84.09,52,0,9.22,clear sky
375,Yulara,AU,-25.2406,130.9889,48.31,36,0,9.15,clear sky
376,Coro,VE,11.4045,-69.6734,86.2,64,90,19.86,overcast clouds
377,Kisesa,TZ,-3.0833,34.15,72.86,40,46,12.71,scattered clouds
378,Innisfail,AU,-17.5333,146.0333,65.55,93,42,2.93,scattered clouds
379,Palasa,IN,18.7667,84.4167,80.15,87,94,8.28,overcast clouds
380,Seredka,RU,58.1584,28.1858,78.55,76,53,5.86,broken clouds
381,Corrales,US,35.2378,-106.6067,88.77,45,0,5.99,clear sky
382,Laela,TZ,-8.5667,32.05,65.32,42,6,7.74,clear sky
383,Morehead,US,37.2711,-87.1764,76.95,83,100,6.91,overcast clouds
384,Severobaykalsk,RU,55.65,109.3167,48.09,91,85,2.46,overcast clouds
385,Sobolevo,RU,54.4299,31.8996,68.58,86,6,6.85,clear sky
386,Bataipora,BR,-22.2953,-53.2711,76.44,49,89,3.69,overcast clouds
387,Vardo,NO,70.3705,31.1107,62.58,82,75,12.66,broken clouds
388,Mahuva,IN,21.0914,71.7622,80.42,86,100,4.14,moderate rain
389,Vanavara,RU,60.34,102.2797,50.47,92,100,6.6,overcast clouds
390,Remedios,CU,22.4947,-79.5458,90.52,71,10,15.82,clear sky
391,Adrar,MR,20.5022,-10.0711,104.13,17,7,2.82,clear sky
392,Chibombo,ZM,-14.6569,28.0706,64.9,35,2,5.37,clear sky
393,Salalah,OM,17.0151,54.0924,78.89,94,100,4.61,overcast clouds
394,Saldanha,ZA,-33.0117,17.9442,55.45,88,6,7.61,clear sky
395,Moratuwa,LK,6.773,79.8816,78.82,85,100,9.66,overcast clouds
396,Saint George,US,37.1041,-113.5841,88.63,50,20,5.75,few clouds
397,Nizhniy Tsasuchey,RU,50.5167,115.1333,56.93,85,58,7.58,broken clouds
398,Tazovskiy,RU,67.4667,78.7,54.64,81,55,7.52,broken clouds
399,Acajutla,SV,13.5928,-89.8275,84.56,68,92,6.62,overcast clouds
400,Irati,BR,-25.4672,-50.6511,73.87,29,36,2.66,scattered clouds
401,Severnoye,RU,56.3491,78.3619,61.03,71,7,3.71,clear sky
402,Juegang,CN,32.3174,121.1855,87.91,82,8,6.22,clear sky
403,Port Blair,IN,11.6667,92.75,82.44,78,75,13.8,mist
404,Havre-Saint-Pierre,CA,50.2334,-63.5986,77.36,50,75,12.66,broken clouds
405,Ruteng,ID,-8.6136,120.4721,56.5,61,51,1.48,broken clouds
406,Tagusao,PH,9.1924,117.8141,79.43,84,100,5.77,overcast clouds
407,Smithers,CA,54.7804,-127.1743,61.12,72,20,4.61,few clouds
408,Tocopilla,CL,-22.092,-70.1979,64.44,65,35,6.53,scattered clouds
409,Beringovskiy,RU,63.05,179.3167,48.99,82,80,8.66,broken clouds
410,Besikduzu,TR,41.052,39.2284,78.69,85,39,3.71,scattered clouds
411,Ternate,ID,0.8,127.4,79.23,80,30,3.22,scattered clouds
412,Zemio,CF,5.0314,25.1361,69.57,98,89,4.41,moderate rain
413,Nhamunda,BR,-2.1861,-56.7131,88.97,50,22,2.93,few clouds
414,Plettenberg Bay,ZA,-34.0527,23.3716,58.06,81,77,8.23,broken clouds
415,Hobyo,SO,5.3505,48.5268,76.6,81,60,27.58,broken clouds
416,Empangeni,ZA,-28.762,31.8933,62.29,93,1,2.1,clear sky
417,Jintur,IN,19.6167,76.7,78.98,82,90,9.22,overcast clouds
418,Pauini,BR,-7.7136,-66.9764,82.65,67,100,1.95,overcast clouds
419,Emilio Carranza,MX,19.9711,-96.6114,88.09,57,5,10.92,clear sky
420,Tuy Hoa,VN,13.0833,109.3,78.51,79,100,9.62,overcast clouds
421,San Quintin,MX,30.4833,-115.95,75.72,74,10,11.59,clear sky
422,Myaundzha,RU,63.0494,147.1858,50.79,95,25,5.21,scattered clouds
423,Stutterheim,ZA,-32.5708,27.424,52.29,85,1,4.21,clear sky
424,Khartoum,SD,15.5518,32.5324,82.02,68,100,13.73,overcast clouds
425,Soyo,AO,-6.1349,12.3689,68.54,85,45,6.46,scattered clouds
426,Dhidhdhoo,MV,6.8833,73.1,80.17,84,100,17.38,overcast clouds
427,Aksarka,RU,66.5606,67.7975,58.84,80,89,10.09,overcast clouds
428,Vila Velha,BR,-20.3297,-40.2925,89.55,50,0,13.8,clear sky
429,Tadine,NC,-21.55,167.8833,71.91,90,38,9.95,scattered clouds
430,Saint Anthony,US,45.0205,-93.218,91.92,49,0,14.97,clear sky
431,Portland,US,45.5234,-122.6762,72.81,64,20,9.22,few clouds
432,Port Hardy,CA,50.6996,-127.4199,59.0,94,75,4.61,broken clouds
433,Broome,US,42.2506,-75.833,86.7,73,95,1.01,overcast clouds
434,San Juan,AR,-31.5375,-68.5364,63.36,31,3,5.1,clear sky
435,Chapais,CA,49.7834,-74.8492,69.58,31,12,5.12,few clouds
436,Malanje,AO,-9.5402,16.341,77.92,18,22,2.75,few clouds
437,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,70,40,8.05,moderate rain
438,Touros,BR,-5.1989,-35.4608,80.24,69,43,15.97,scattered clouds
439,Vicuna,CL,-30.0319,-70.7081,74.77,22,68,5.77,broken clouds
440,Waipawa,NZ,-41.4122,175.5153,50.81,75,100,10.89,overcast clouds
441,Derzhavinsk,KZ,51.1,66.3167,68.16,46,45,9.89,scattered clouds
442,Progreso,MX,21.2833,-89.6667,92.1,60,27,13.31,scattered clouds
443,Cacahoatan,MX,14.9833,-92.1667,82.6,72,100,6.58,overcast clouds
444,Galveston,US,29.3669,-94.9669,86.05,79,99,3.94,overcast clouds
445,Colonia,DE,50.9333,6.95,73.85,53,20,6.91,few clouds
446,Kavieng,PG,-2.5744,150.7967,80.83,73,100,5.79,overcast clouds
447,Slonim,BY,53.0867,25.3219,72.66,70,85,4.7,overcast clouds
448,Pozo Colorado,PY,-23.4923,-58.7972,69.89,49,98,4.7,overcast clouds
449,Xacmaz,AZ,41.4635,48.806,76.59,60,51,5.28,broken clouds
450,Kashin,RU,57.3592,37.6081,70.93,61,38,2.28,scattered clouds
451,Visnes,NO,59.3556,5.2242,58.82,62,20,14.97,few clouds
452,Sabang,ID,5.8933,95.3214,82.27,76,95,19.86,overcast clouds
453,Santa Isabel,BR,-23.3156,-46.2214,76.71,44,35,8.01,scattered clouds
454,Jiayuguan,CN,39.8167,98.3,77.07,34,99,12.68,overcast clouds
455,Nabire,ID,-3.3667,135.4833,76.78,91,97,5.39,overcast clouds
456,Charters Towers,AU,-20.1,146.2667,64.22,95,6,8.01,clear sky
457,Manosque,FR,43.8288,5.7869,87.57,41,26,15.97,scattered clouds
458,Cayenne,GF,4.9333,-52.3333,89.64,27,0,13.8,clear sky
459,Kiama,AU,-34.6833,150.8667,57.99,69,0,8.12,clear sky
460,Skerries,IE,53.5828,-6.1083,66.7,63,96,4.32,overcast clouds
461,Keti Bandar,PK,24.1447,67.4497,83.03,82,99,10.13,heavy intensity rain
462,Leningradskiy,RU,69.3833,178.4167,33.94,96,100,14.23,light snow
463,Walajapet,IN,12.9333,79.3833,79.25,68,100,15.14,overcast clouds
464,Riberalta,BO,-10.9833,-66.1,84.47,61,100,0.49,overcast clouds
465,Kunya,NG,12.2233,8.5325,82.56,69,40,5.75,scattered clouds
466,Eyrarbakki,IS,63.863,-21.1481,57.25,93,99,14.72,overcast clouds
467,Nadapuram,IN,11.7,75.6667,75.36,95,100,8.08,moderate rain
468,Bairiki,KI,1.3292,172.9752,80.6,83,20,8.05,light rain
469,Scarborough,GB,54.2797,-0.4044,61.92,82,82,3.13,light rain
470,Nizhniy Odes,RU,63.6445,54.856,68.9,64,96,4.97,overcast clouds
471,Jaisalmer,IN,26.9147,70.9181,78.87,81,98,20.69,very heavy rain
472,Faya,SA,18.3851,42.4509,64.51,71,93,2.59,overcast clouds
473,Aljezur,PT,37.3191,-8.8033,69.55,79,4,12.44,clear sky
474,Wajima,JP,37.4,136.9,77.68,87,89,5.75,overcast clouds
475,Jiblah,YE,13.9216,44.1467,66.6,69,93,4.07,moderate rain
476,Diamantino,BR,-14.4086,-56.4461,99.41,17,48,1.86,scattered clouds
477,Buchanan,LR,5.8808,-10.0467,76.98,78,100,9.6,overcast clouds
478,Collie,AU,-33.3667,116.15,48.24,92,70,2.28,broken clouds
479,Burns Lake,CA,54.2331,-125.7533,56.62,49,18,2.06,few clouds
480,Bell Ville,AR,-32.6259,-62.6887,70.66,27,1,10.74,clear sky
481,Lebedyan,RU,53.0194,39.1664,72.19,62,48,7.56,scattered clouds
482,Deniliquin,AU,-35.5333,144.9667,42.22,96,25,7.14,scattered clouds
483,Naze,JP,28.3667,129.4833,79.72,83,97,6.06,overcast clouds
484,Canico,PT,32.6333,-16.85,80.71,76,20,20.71,few clouds
485,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,95.74,17,27,8.84,scattered clouds
486,Gallup,US,35.5281,-108.7426,75.96,58,20,9.22,few clouds
487,Kargasok,RU,59.0556,80.8572,62.6,64,85,5.86,overcast clouds
488,Lavrentiya,RU,65.5833,-171.0,38.98,88,100,10.4,light rain
489,Bemidji,US,47.4736,-94.8803,85.55,56,0,12.66,clear sky
490,Tubuala,PA,9.5167,-79.0333,80.47,83,100,9.17,overcast clouds
491,Aldan,RU,58.6031,125.3894,49.71,97,100,3.96,moderate rain
492,Kerchevskiy,RU,59.946,56.2884,65.07,70,91,3.58,overcast clouds
493,Dothan,US,31.2232,-85.3905,92.8,55,20,3.44,few clouds
494,College,US,64.8569,-147.8028,54.23,93,100,5.75,light rain
495,Kaili,ID,-3.4626,120.2147,65.52,86,50,3.13,scattered clouds
496,Myitkyina,MM,25.3833,97.4,73.74,99,78,1.05,broken clouds
497,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,65,75,9.22,broken clouds
498,Nurota,UZ,40.5614,65.6886,79.83,26,1,3.6,clear sky
499,Nortelandia,BR,-14.4547,-56.8028,98.96,18,55,3.96,broken clouds
500,Ponta Delgada,PT,37.7333,-25.6667,75.92,88,20,6.91,few clouds
501,Zhirnovsk,RU,50.9845,44.7735,72.63,49,33,10.63,scattered clouds
502,Mildura,AU,-34.2,142.15,46.08,88,7,18.05,clear sky
503,Kuusamo,FI,65.9667,29.1833,62.64,100,100,4.61,light intensity shower rain
504,Xuddur,SO,4.1213,43.8894,80.01,45,87,20.74,overcast clouds
505,Komsomolskiy,UZ,40.4272,71.7189,80.87,29,71,6.06,broken clouds
506,Ketchikan,US,55.3422,-131.6461,61.27,82,75,4.61,broken clouds
507,Ust-Kuyga,RU,70.0167,135.6,46.11,81,100,5.77,overcast clouds
508,East London,ZA,-33.0153,27.9116,58.14,88,0,6.91,clear sky
509,Aitape,PG,-3.1374,142.3475,76.3,89,98,4.32,overcast clouds
510,Sioux Lookout,CA,50.1001,-91.917,77.07,65,100,14.97,overcast clouds
511,Bereda,ES,43.2686,-7.5406,65.41,98,98,9.84,overcast clouds
512,Villiers,ZA,-27.0303,28.6006,54.16,32,5,4.14,clear sky
513,Lure,FR,47.75,6.5,80.06,47,0,12.66,clear sky
514,Necochea,AR,-38.5473,-58.7368,52.09,48,51,9.1,broken clouds
515,Shingu,JP,33.7333,135.9833,76.69,92,15,5.08,few clouds
516,Wajir,KE,1.7471,40.0573,80.56,43,60,13.47,broken clouds
517,Jadu,LY,31.953,12.0261,83.12,41,12,14.07,few clouds
518,Rio Grande,BR,-32.035,-52.0986,55.51,66,87,11.1,overcast clouds
519,Chippewa Falls,US,44.9369,-91.3929,84.38,61,0,13.8,clear sky
520,Maniitsoq,GL,65.4167,-52.9,42.03,98,100,18.3,light rain
521,Kharan,PK,28.5833,65.4167,92.73,33,33,2.37,scattered clouds
522,Maumere,ID,-8.6199,122.2111,73.22,75,49,7.52,scattered clouds
523,Wuhu,CN,31.3366,118.3755,82.29,77,90,3.29,overcast clouds
524,Bontang,ID,0.1333,117.5,76.14,90,48,8.9,scattered clouds
525,Parksville,CA,49.3163,-124.3195,70.59,68,0,1.99,clear sky
526,San Andres,CO,12.5847,-81.7006,77.02,100,75,8.05,thunderstorm with light rain
527,Mandalgovi,MN,45.7625,106.2708,74.1,40,39,6.29,scattered clouds
528,Sainte-Maxime,FR,43.3,6.6333,95.92,73,6,11.05,clear sky
529,Truckee,US,39.328,-120.1833,67.35,93,100,1.01,moderate rain
530,Hambantota,LK,6.1241,81.1185,78.84,79,100,16.17,overcast clouds
531,Shumskiy,RU,54.8318,99.1328,48.13,80,94,8.84,overcast clouds
532,Ostrov,RU,57.3439,28.3537,78.53,68,77,5.61,broken clouds
533,Dingle,PH,10.9995,122.6711,75.6,90,100,3.62,overcast clouds
534,Manaus,BR,-3.1019,-60.025,93.7,55,40,9.22,scattered clouds
535,Chumikan,RU,54.7183,135.315,53.55,98,100,23.06,light rain
536,Grindavik,IS,63.8424,-22.4338,57.15,87,75,20.71,broken clouds
537,Bom Jesus,BR,-9.0744,-44.3586,93.54,30,59,7.67,broken clouds
538,Flin Flon,CA,54.7682,-101.865,58.84,94,100,8.05,mist
539,Bud,US,39.447,-86.1758,86.2,72,12,10.58,few clouds
540,Iskateley,RU,67.6803,53.1512,61.11,86,99,8.32,overcast clouds
541,Kununurra,AU,-15.7667,128.7333,69.78,83,52,4.61,broken clouds
542,Wundanyi,KE,-3.4019,38.364,59.41,66,73,8.79,broken clouds
543,Yar-Sale,RU,66.8333,70.8333,59.9,72,97,8.84,overcast clouds
544,Ibimirim,BR,-8.5406,-37.6903,81.84,52,45,15.3,scattered clouds
545,Nantucket,US,41.2835,-70.0995,84.34,83,20,12.66,few clouds
546,Meadow Lake,US,34.8014,-106.5436,87.21,45,100,4.52,overcast clouds
547,Bismarck,US,46.8083,-100.7837,89.44,50,0,12.66,clear sky
548,Ishigaki,JP,24.3448,124.1572,82.53,89,40,1.14,scattered clouds
549,Tapes,BR,-30.6733,-51.3958,55.22,67,97,9.78,overcast clouds
550,Vangaindrano,MG,-23.35,47.6,67.14,87,42,6.02,scattered clouds
551,Djibo,BF,14.1022,-1.6306,89.73,46,96,4.05,overcast clouds
552,La Victoria,VE,10.2184,-67.3302,82.6,64,89,0.74,overcast clouds
553,Mucuri,BR,-18.0864,-39.5508,80.15,61,48,14.67,scattered clouds
554,Isoka,ZM,-10.1606,32.6335,60.82,56,13,3.71,few clouds
555,Millau,FR,44.0833,2.9167,84.33,40,24,6.93,few clouds
556,Mogadishu,SO,2.0371,45.3438,76.17,82,1,19.64,clear sky
557,Pattani,TH,6.75,100.4167,78.51,90,100,2.62,overcast clouds
558,Vostok,RU,46.4856,135.8833,63.7,98,100,4.52,overcast clouds
559,Moroni,KM,-11.7022,43.2551,73.98,71,19,2.75,few clouds
560,Merke,KZ,42.8728,73.1786,71.26,51,42,7.29,scattered clouds
561,Marrakesh,MA,31.6315,-8.0083,104.07,15,20,8.05,few clouds
562,Porto Novo,BJ,6.4965,2.6036,78.62,75,55,8.79,broken clouds
563,Gondar,ET,12.6,37.4667,56.93,94,100,3.76,light rain
564,Aras,ES,42.5617,-2.356,75.61,53,0,10.36,clear sky
565,Mahanoro,MG,-19.9,48.8,66.02,89,0,4.88,clear sky
566,Celano,IT,42.0855,13.5398,76.8,45,79,4.61,broken clouds
567,Cap Malheureux,MU,-19.9842,57.6142,70.47,68,2,3.0,clear sky
568,Lasa,IT,46.6166,10.7002,77.36,79,32,2.13,scattered clouds
569,Namatanai,PG,-3.6667,152.4333,77.79,79,100,4.0,overcast clouds
570,Ipixuna,BR,-1.7625,-48.8043,91.74,45,33,0.92,scattered clouds
571,Bundaberg,AU,-24.85,152.35,65.21,99,75,0.0,broken clouds
572,Yamada,JP,39.4667,141.95,61.48,91,78,4.45,broken clouds
573,Umm Lajj,SA,25.0213,37.2685,89.28,63,17,3.09,few clouds
574,Saint-Augustin,CA,51.226,-58.6502,75.92,46,95,9.98,overcast clouds
575,Gueret,FR,46.1667,1.8667,78.89,41,93,6.38,overcast clouds
576,Kuzino,RU,57.0224,59.4412,60.98,73,68,2.62,broken clouds
577,Abu Kamal,SY,34.4506,40.9171,104.7,18,6,6.17,clear sky
578,Bangassou,CF,4.7413,22.8184,71.02,97,69,3.04,broken clouds
579,Surt,LY,31.2089,16.5887,82.49,65,3,12.62,clear sky
580,Ambilobe,MG,-13.2,49.05,70.39,71,72,3.11,broken clouds
581,Bedford,GB,52.1346,-0.4663,71.8,41,0,13.8,clear sky
582,Canaries,ES,28.0,-15.5,72.39,69,20,35.68,few clouds
583,Buraydah,SA,26.326,43.975,108.05,12,27,10.11,scattered clouds
584,Nuevo Progreso,MX,23.1667,-97.95,94.53,46,71,8.99,broken clouds
585,Marsa Matruh,EG,31.3525,27.2453,80.01,69,0,8.3,clear sky
586,Kiunga,PG,-6.1219,141.2906,73.38,100,99,0.54,overcast clouds
587,Ust-Karsk,RU,52.7011,118.8077,56.44,86,16,1.28,few clouds
588,Ninh Binh,VN,20.2539,105.975,77.76,96,100,2.37,light rain
589,Tarbagatay,RU,51.4803,107.3602,51.33,69,94,2.42,overcast clouds
590,Cidreira,BR,-30.1811,-50.2056,56.44,73,91,15.17,overcast clouds
591,Vieux-Habitants,GP,16.0589,-61.7659,87.37,72,96,14.99,overcast clouds
592,Palmas,BR,-10.2128,-48.3603,93.07,36,40,9.22,scattered clouds
593,Esso,RU,55.9333,158.7,50.81,91,8,3.83,clear sky
594,Bambanglipuro,ID,-7.95,110.2833,72.64,88,24,3.0,few clouds
595,Sarangani,PH,5.4033,125.4636,82.38,71,86,4.05,overcast clouds
596,Tselinnoye,RU,53.0833,85.6667,53.94,74,0,3.51,clear sky
597,Kaka,TM,37.3482,59.6143,89.6,17,0,3.76,clear sky
598,Igarka,RU,67.4667,86.5833,56.68,88,54,5.12,broken clouds
599,Zainsk,RU,55.3195,52.0694,74.39,59,6,3.02,clear sky
600,Biskamzha,RU,53.4497,89.5272,53.82,70,92,2.98,overcast clouds
601,Rindal,NO,63.0565,9.2124,53.24,83,75,4.72,broken clouds
602,Irbil,IQ,36.1926,44.0106,103.82,12,20,9.22,few clouds
603,Kristiansund,NO,63.1115,7.732,59.05,54,20,14.97,few clouds
604,Yekaterinoslavka,RU,50.3734,129.1139,65.26,96,96,13.27,overcast clouds
605,Lakes Entrance,AU,-37.8811,147.981,49.15,80,88,7.05,overcast clouds
606,West Fargo,US,46.875,-96.9004,91.02,47,0,17.27,clear sky
607,Makokou,GA,0.5738,12.8642,74.82,74,88,2.39,overcast clouds
608,Sambava,MG,-14.2667,50.1667,70.09,81,90,11.7,overcast clouds
609,Lypnyazhka,UA,48.4469,31.0761,73.33,67,97,6.67,light rain
610,Odweyne,SO,9.4092,45.064,78.17,42,69,18.54,broken clouds
611,Kaspiyskiy,RU,45.3929,47.3707,82.76,55,78,6.2,broken clouds
612,Nelson Bay,AU,-32.7167,152.15,59.0,86,0,1.99,clear sky
613,Dalkola,IN,25.85,87.85,85.3,76,100,5.59,overcast clouds
614,Tigzirt,DZ,36.8886,4.1198,84.34,63,2,11.34,clear sky
615,Conde,BR,-7.2597,-34.9075,81.86,61,40,16.11,scattered clouds
616,Pokrovsk,UA,48.282,37.1758,71.82,64,99,9.62,overcast clouds
617,Berlevag,NO,70.8578,29.0864,55.2,93,75,18.41,light rain
618,Yeniseysk,RU,58.4497,92.1703,44.89,96,62,2.8,broken clouds
619,Hiranagar,IN,32.45,75.2667,80.67,81,93,2.33,overcast clouds
620,Okato,NZ,-39.2,173.8833,55.18,79,100,14.0,overcast clouds
621,Leua,SK,48.2156,18.6071,82.35,36,0,5.61,clear sky
622,Mount Gambier,AU,-37.8333,140.7667,42.71,100,75,5.75,mist
623,Wenshang,CN,35.7275,116.4961,81.72,86,0,6.15,clear sky
624,Varhaug,NO,58.6147,5.6457,58.86,71,100,20.0,overcast clouds
625,Raiganj,IN,25.6167,88.1167,85.14,77,100,4.72,overcast clouds
626,Westport,US,41.1415,-73.3579,93.42,60,0,8.05,clear sky
627,Birao,CF,10.2849,22.7882,74.37,90,50,4.88,light rain
628,Buluang,PH,13.3068,123.3425,76.42,93,100,3.78,overcast clouds
629,Walvis Bay,NA,-22.9575,14.5053,56.35,82,14,5.75,few clouds
630,Traverse City,US,44.7631,-85.6206,85.84,50,20,8.05,few clouds
631,Morondava,MG,-20.2833,44.2833,73.71,70,0,17.05,clear sky
632,Anadyr,RU,64.75,177.4833,45.1,87,0,8.95,clear sky
633,Chabahar,IR,25.2919,60.643,81.27,84,11,6.55,few clouds
634,Goderich,CA,43.7501,-81.7165,84.52,51,0,5.75,clear sky
635,Palana,RU,59.1167,159.9667,50.11,88,100,9.4,overcast clouds
636,Matagami,CA,49.7502,-77.6328,71.71,46,40,6.91,scattered clouds
637,Okha,RU,53.5739,142.9478,53.62,95,93,18.41,overcast clouds
638,Kyshtovka,RU,56.555,76.6271,60.91,77,56,4.5,broken clouds
639,Santa Fe,AR,-31.6333,-60.7,69.03,35,0,5.99,light rain
640,Arroyo,ES,41.6096,-4.7969,94.14,26,0,4.61,clear sky
641,Toora-Khem,RU,52.4675,96.11,42.08,82,20,2.89,few clouds
642,Iquitos,PE,-3.7481,-73.2472,82.44,74,75,2.3,broken clouds
643,Bridlington,GB,54.0831,-0.1919,59.9,55,94,1.99,overcast clouds
644,Berezovyy,RU,51.6667,135.7,63.12,100,100,4.68,overcast clouds
645,Bathsheba,BB,13.2167,-59.5167,88.41,84,20,21.85,few clouds
646,Millinocket,US,45.6573,-68.7098,86.41,69,75,0.0,broken clouds
647,Pergamino,AR,-33.89,-60.5736,66.18,37,0,3.67,clear sky
648,Manoel Urbano,BR,-8.8389,-69.2597,73.2,91,99,1.63,overcast clouds
649,Salinas,US,36.6777,-121.6555,72.82,62,0,6.91,clear sky
650,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
651,Tomatlan,MX,19.9333,-105.25,91.76,56,13,5.68,few clouds
652,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.24,23,0,7.29,clear sky
653,Payo,ID,-3.7508,103.6372,71.94,94,90,1.95,overcast clouds
654,Maun,BW,-19.9833,23.4167,73.36,35,0,1.14,clear sky
655,Huambo,AO,-12.7761,15.7392,68.54,24,4,4.23,clear sky
656,Kpandu,GH,6.9954,0.2931,78.62,67,52,0.94,broken clouds
657,Arucas,ES,28.1198,-15.5233,76.82,73,18,13.67,few clouds
658,Diphu,IN,25.8333,93.4333,77.97,95,96,0.85,overcast clouds
659,Maneromango,TZ,-7.1988,38.7848,63.59,89,42,4.38,scattered clouds
660,Port Hedland,AU,-20.3167,118.5667,57.25,54,0,6.91,clear sky
